exam,exam_question_index,module,question_type,passage_or_sentence,question_text,A,B,C,D,correct,explanation
8,31,2,Evidence,Scholars argued that coral resilience reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
8,32,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
8,33,2,Vocabulary in Context,"The study was initially considered sound by peers, but later evidence supported its claims.","As used here, ""sound"" most nearly means:",reliable,noisy,illegal,controversial,A,"In this scientific context, sound indicates reliable."
8,34,2,Evidence,Scholars argued that electric buses reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
8,35,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
8,36,2,Words in Context,"Scholars described the proposal as ""restraint"", noting it departed from established methods.","As used in the passage, ""restraint"" most nearly means:",discipline,shortage,hesitation,temporary,A,"""restraint"" in scholarly context usually means discipline rather than the other choices."
8,37,2,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
8,38,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
8,39,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
8,40,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
8,41,2,Inference,"Researchers observed that printing press initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
8,42,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
8,43,2,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
8,44,2,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
8,45,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
8,46,2,Inference,"Researchers observed that data privacy initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
8,47,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
8,48,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
8,49,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
8,50,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
8,51,2,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
8,52,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
8,53,2,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
8,54,2,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
9,1,1,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
9,2,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
9,3,1,Evidence,Scholars argued that climate policy reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
9,4,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
9,5,1,Inference,"Researchers observed that marine biology initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,6,1,Grammar (Pronoun),Each student must submit ___ assignment by Friday.,Which choice best completes the sentence?,their,his or her,they,its,B,Each is singular; formal correct pronoun is 'his or her'.
9,7,1,Vocabulary in Context,"The study was initially considered lucid by peers, but later evidence supported its claims.","As used here, ""lucid"" most nearly means:",clear,vague,complicated,controversial,A,"In this scientific context, lucid indicates clear."
9,8,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
9,9,1,Grammar (Pronoun),Each student must submit ___ assignment by Friday.,Which choice best completes the sentence?,their,his or her,they,its,B,Each is singular; formal correct pronoun is 'his or her'.
9,10,1,Inference,"Researchers observed that agricultural technology initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,11,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
9,12,1,Main Idea,"renewable energy has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
9,13,1,Vocabulary in Context,"The study was initially considered temper by peers, but later evidence supported its claims.","As used here, ""temper"" most nearly means:",weaken,intensify,measure,controversial,A,"In this scientific context, temper indicates weaken."
9,14,1,Inference,"Researchers observed that renewable energy initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,15,1,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
9,16,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
9,17,1,Inference,"Researchers observed that data privacy initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,18,1,Words in Context,"Scholars described the proposal as ""novel"", noting it departed from established methods.","As used in the passage, ""novel"" most nearly means:",innovative,fictional,strange,temporary,A,"""novel"" in scholarly context usually means innovative rather than the other choices."
9,19,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
9,20,1,Words in Context,"Scholars described the proposal as ""restraint"", noting it departed from established methods.","As used in the passage, ""restraint"" most nearly means:",discipline,shortage,hesitation,temporary,A,"""restraint"" in scholarly context usually means discipline rather than the other choices."
9,21,1,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
9,22,1,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
9,23,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
9,24,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
9,25,1,Evidence,Scholars argued that printing press reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
9,26,1,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
9,27,1,Inference,"Researchers observed that urban planning initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,28,2,Main Idea,"renewable energy has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
9,29,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
9,30,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
9,31,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
9,32,2,Inference,"Researchers observed that agricultural technology initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,33,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
9,34,2,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
9,35,2,Words in Context,"Scholars described the proposal as ""novel"", noting it departed from established methods.","As used in the passage, ""novel"" most nearly means:",innovative,fictional,strange,temporary,A,"""novel"" in scholarly context usually means innovative rather than the other choices."
9,36,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
9,37,2,Main Idea,"climate policy has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
9,38,2,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
9,39,2,Inference,"Researchers observed that agricultural technology initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,40,2,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
9,41,2,Inference,"Researchers observed that public health initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,42,2,Grammar (Pronoun),Each student must submit ___ assignment by Friday.,Which choice best completes the sentence?,their,his or her,they,its,B,Each is singular; formal correct pronoun is 'his or her'.
9,43,2,Evidence,Scholars argued that space exploration reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
9,44,2,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
9,45,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
9,46,2,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
9,47,2,Inference,"Researchers observed that historical diaries initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
9,48,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
9,49,2,Vocabulary in Context,"The study was initially considered yield by peers, but later evidence supported its claims.","As used here, ""yield"" most nearly means:",produce,surrender,delay,controversial,A,"In this scientific context, yield indicates produce."
9,50,2,Vocabulary in Context,"The study was initially considered yield by peers, but later evidence supported its claims.","As used here, ""yield"" most nearly means:",produce,surrender,delay,controversial,A,"In this scientific context, yield indicates produce."
9,51,2,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
9,52,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
9,53,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
9,54,2,Evidence,Scholars argued that agricultural technology reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
10,1,1,Inference,"Researchers observed that electric buses initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
10,2,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
10,3,1,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
10,4,1,Main Idea,"architectural design has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
10,5,1,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
10,6,1,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
10,7,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
10,8,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
10,9,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
10,10,1,Words in Context,"Scholars described the proposal as ""lucid"", noting it departed from established methods.","As used in the passage, ""lucid"" most nearly means:",clear,vague,complicated,temporary,A,"""lucid"" in scholarly context usually means clear rather than the other choices."
10,11,1,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
10,12,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
10,13,1,Inference,"Researchers observed that space exploration initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
10,14,1,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
10,15,1,Main Idea,"social media misinformation has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
10,16,1,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
10,17,1,Evidence,Scholars argued that space exploration reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
10,18,1,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
10,19,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
10,20,1,Evidence,Scholars argued that architectural design reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
10,21,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
10,22,1,Evidence,Scholars argued that urban planning reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
10,23,1,Words in Context,"Scholars described the proposal as ""yield"", noting it departed from established methods.","As used in the passage, ""yield"" most nearly means:",produce,surrender,delay,temporary,A,"""yield"" in scholarly context usually means produce rather than the other choices."
10,24,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
10,25,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
10,26,1,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
10,27,1,Evidence,Scholars argued that artistic innovation reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
